话题链接,楼主ID,话题 内容,楼主 昵称,楼主 性别,是否 认证,认证 类型,是否 认证 金 v,发博 数量,关注 人数,粉丝 数,微博 等级,发布 日期,发布 时间,转发 量,评论 量,点赞量
https://m.weibo.cn/detail/4753366104146272,1436469813,杭州 亚运会 电竞 场馆 星际 战舰 启航 2022 年 3 月 31 日 杭州 电竞 中心 竣工 杭州 电竞 中心 又称 星际 战舰 位于 拱墅区 数字 经济 产业园 区内 是 杭州 亚运会 电竞 项目 比赛场地 从 空中 俯瞰 场馆 犹如 一艘 星际 战舰 盘踞 在 北 景园 生态 公园 内 作为 国内 首座 亚运会 赛事 标准 的 专业 电子竞技 场馆 按照 甲级 场馆 建设 标准 和 绿建 三星 设计 是 国内 最大 的 曲面 阳极 氧化铝 单板 单体 建筑 也 是 杭州 亚运会 11 个 一级 用电 保障 场馆 之一 亦 是 接入 杭州 亚运会 总指挥室 监控 系统 的 四大 重点 场馆 之一 杭州 亚运会 期间 将 产生 8 枚 金牌 通讯员 陈波宇 张砚春 YY,西湖 之声,m,true,3,0,82348,182,268.8 万,48,2022 / 04 / 01,08 : 50 : 54,0,1,0
https://m.weibo.cn/detail/4753382303072595,6116643213,杭州 亚运会 比赛 场馆 全部 竣工 Yesyes 还有 杭电里 的 击剑 馆 早已 还要 完成 了 一起 期待 杭州 亚运会,罗罗 拍照 不 跑 焦,m,false,- 1,0,171,62,136,4,2022 / 04 / 01,09 : 55 : 16,0,0,0
https://m.weibo.cn/detail/4753376837897145,7300690586,杭州 亚运会 比赛 场馆 全部 竣工 直播 天目 新闻 携手 央视 新闻 客户端 等 带 你 沉浸 式 逛馆 打卡 2022 年 杭州 亚运会 将 在 9 月 10 日 正式 开幕 目前 杭州 亚运会 比赛 场馆 已 全部 竣工 56 个 场馆 将 中国 传统 文化 与 时代 元素 完美 融合 形似 梁祝 化蝶 的 杭州 奥体中心 体育馆 再现 富春山 居图 的 富阳 银湖 体育中心 外形 演化 自 中国 龙 的 温州 龙舟 运动 中心 造型 酷似 星际 战舰 的 杭州 电竞 中心 时尚 动感 的 杭州 轮滑 馆 无不 体现 出 场馆 建筑造型 上 的 别出心裁 和 中国 文化底蕴 4 月 1 日 天目 新闻 携手 央视 新闻 客户端 等 直播 平台 通过 15 路 记者 带 你 多角度 沉浸 式 逛馆 打卡 看看 你 最 喜欢 哪 一个 天目 新闻 的 微博 直播,潮 视频,m,true,3,50,29849,416,77 万,0,2022 / 04 / 01,09 : 33 : 34,0,1,0
https://m.weibo.cn/detail/4753373536980073,1896116202,场馆 全面 竣工 你 想 知道 星际 战舰 的 秘密 都 在 这里 记者 葛齐芬 实习 记者 汪清 杭州 亚运会 场馆 杭州 24 小时 的 微博 视频,杭州 24 小时,f,true,3,50,30117,477,42.7 万,46,2022 / 04 / 01,09 : 20 : 27,0,0,0
https://m.weibo.cn/detail/4753373003255910,3923223484,央视 新闻 直播间 滚动 播出 杭州 亚运会 所有 场馆 将 实现 100 绿电 供应,国网 舟山 供电 公司,m,true,1,0,46894,53,1.4 万,9,2022 / 04 / 01,09 : 18 : 20,0,0,0
https://m.weibo.cn/detail/4753397905097468,7467277921,杭州 亚运会 官方 海报 发布 今天 杭州 2022 年 第 19 届 亚运会 官方 海报 正式 发布 本次 发布 的 海报 围绕 历史 人文 智能 科技 体育竞技 幸福 城市 主题 更 全面 地 传播 了 主办 城市 精神 与 形象 据悉 此次 杭州 亚运会 海报设计 征集 的 邀约 历时 94 天共 收到 海内外 应征 作品 1789 件 接下来 官方 海报设计 展览 将 在 杭州 亚 组委 大楼 市民 中心 杭州 火车 东站 湖滨 步行街 地铁 吴山 广场 站 等 地 亮相 展期 持续 1 个 月 左右 中国 蓝 新闻 带 云 逛展 戳 链接 看看 你 最 喜欢 哪张 海报 吧 网页 链接,西部 决策,m,true,3,50,58043,2359,660.6 万,0,2022 / 04 / 01,10 : 57 : 17,0,0,0
https://m.weibo.cn/detail/4753397444250142,2588129884,杭州 亚运会 官方 海报 发布 今天 杭州 2022 年 第 19 届 亚运会 官方 海报 正式 发布 本次 发布 的 海报 围绕 历史 人文 智能 科技 体育竞技 幸福 城市 主题 更 全面 地 传播 了 主办 城市 精神 与 形象 据悉 此次 杭州 亚运会 海报设计 征集 的 邀约 历时 94 天共 收到 海内外 应征 作品 1789 件 接下来 官方 海报设计 展览 将 在 杭州 亚 组委 大楼 市民 中心 杭州 火车 东站 湖滨 步行街 地铁 吴山 广场 站 等 地 亮相 展期 持续 1 个 月 左右 中国 蓝 新闻 带 云 逛展 戳 链接 看看 你 最 喜欢 哪张 海报 吧 网页 链接,奉化 发布,m,true,1,0,30493,260,5.2 万,43,2022 / 04 / 01,10 : 55 : 27,0,0,0
https://m.weibo.cn/detail/4753395401625452,3957106860,杭州 亚运会 官方 海报 发布 今天 杭州 2022 年 第 19 届 亚运会 官方 海报 正式 发布 本次 发布 的 海报 围绕 历史 人文 智能 科技 体育竞技 幸福 城市 主题 更 全面 地 传播 了 主办 城市 精神 与 形象 据悉 此次 杭州 亚运会 海报设计 征集 的 邀约 历时 94 天共 收到 海内外 应征 作品 1789 件 接下来 官方 海报设计 展览 将 在 杭州 亚 组委 大楼 市民 中心 杭州 火车 东站 湖滨 步行街 地铁 吴山 广场 站 等 地 亮相 展期 持续 1 个 月 左右 中国 蓝 新闻 带 云 逛展 戳 链接 看看 你 最 喜欢 哪张 海报 吧 网页 链接,衢江 发布,f,true,1,0,362,20,704,14,2022 / 04 / 01,10 : 47 : 20,0,0,1
https://m.weibo.cn/detail/4753394755962738,2054900587,杭州 亚运会 官方 海报 发布 今天 杭州 2022 年 第 19 届 亚运会 官方 海报 正式 发布 本次 发布 的 海报 围绕 历史 人文 智能 科技 体育竞技 幸福 城市 主题 更 全面 地 传播 了 主办 城市 精神 与 形象 据悉 此次 杭州 亚运会 海报设计 征集 的 邀约 历时 94 天共 收到 海内外 应征 作品 1789 件 接下来 官方 海报设计 展览 将 在 杭州 亚 组委 大楼 市民 中心 杭州 火车 东站 湖滨 步行街 地铁 吴山 广场 站 等 地 亮相 展期 持续 1 个 月 左右 中国 蓝 新闻 带 云 逛展 戳 链接 看看 你 最 喜欢 哪张 海报 吧 网页 链接,农民 频道,m,true,3,50,38727,819,424.1 万,41,2022 / 04 / 01,10 : 44 : 46,0,0,1
https://m.weibo.cn/detail/4753394356456636,3649799392,杭州 亚运会 官方 海报 发布 今天 杭州 2022 年 第 19 届 亚运会 官方 海报 正式 发布 本次 发布 的 海报 围绕 历史 人文 智能 科技 体育竞技 幸福 城市 主题 更 全面 地 传播 了 主办 城市 精神 与 形象 据悉 此次 杭州 亚运会 海报设计 征集 的 邀约 历时 94 天共 收到 海内外 应征 作品 1789 件 接下来 官方 海报设计 展览 将 在 杭州 亚 组委 大楼 市民 中心 杭州 火车 东站 湖滨 步行街 地铁 吴山 广场 站 等 地 亮相 展期 持续 1 个 月 左右 中国 蓝 新闻 带 云 逛展 戳 链接 看看 你 最 喜欢 哪张 海报 吧 网页 链接,长兴 发布,m,true,1,0,35124,310,20 万,43,2022 / 04 / 01,10 : 43 : 11,0,0,0
https://m.weibo.cn/detail/4753393875161360,1994955825,杭州 亚运会 官方 海报 发布 今天 杭州 2022 年 第 19 届 亚运会 官方 海报 正式 发布 本次 发布 的 海报 围绕 历史 人文 智能 科技 体育竞技 幸福 城市 主题 更 全面 地 传播 了 主办 城市 精神 与 形象 据悉 此次 杭州 亚运会 海报设计 征集 的 邀约 历时 94 天共 收到 海内外 应征 作品 1789 件 接下来 官方 海报设计 展览 将 在 杭州 亚 组委 大楼 市民 中心 杭州 火车 东站 湖滨 步行街 地铁 吴山 广场 站 等 地 亮相 展期 持续 1 个 月 左右 中国 蓝 新闻 带 云 逛展 戳 链接 看看 你 最 喜欢 哪张 海报 吧 网页 链接,微博 平湖,m,true,1,0,99571,217,14.2 万,48,2022 / 04 / 01,10 : 41 : 16,0,0,1
https://m.weibo.cn/detail/4753393153480231,7701363090,杭州 亚运会 官方 海报 发布 今天 杭州 2022 年 第 19 届 亚运会 官方 海报 正式 发布 本次 发布 的 海报 围绕 历史 人文 智能 科技 体育竞技 幸福 城市 主题 更 全面 地 传播 了 主办 城市 精神 与 形象 据悉 此次 杭州 亚运会 海报设计 征集 的 邀约 历时 94 天共 收到 海内外 应征 作品 1789 件 接下来 官方 海报设计 展览 将 在 杭州 亚 组委 大楼 市民 中心 杭州 火车 东站 湖滨 步行街 地铁 吴山 广场 站 等 地 亮相 展期 持续 1 个 月 左右 中国 蓝 新闻 带 云 逛展 戳 链接 看看 你 最 喜欢 哪张 海报 吧 网页 链接,临平 发布,m,true,1,50,14203,55,1.4 万,0,2022 / 04 / 01,10 : 38 : 24,0,0,1
https://m.weibo.cn/detail/4753392201631842,1253317600,杭州 亚运会 官方 海报 发布 今天 杭州 2022 年 第 19 届 亚运会 官方 海报 正式 发布 本次 发布 的 海报 围绕 历史 人文 智能 科技 体育竞技 幸福 城市 主题 更 全面 地 传播 了 主办 城市 精神 与 形象 据悉 此次 杭州 亚运会 海报设计 征集 的 邀约 历时 94 天共 收到 海内外 应征 作品 1789 件 接下来 官方 海报设计 展览 将 在 杭州 亚 组委 大楼 市民 中心 杭州 火车 东站 湖滨 步行街 地铁 吴山 广场 站 等 地 亮相 展期 持续 1 个 月 左右 中国 蓝 新闻 带 云 逛展 戳 链接 看看 你 最 喜欢 哪张 海报 吧 网页 链接,桐乡 发布,m,true,1,0,43567,666,6.5 万,47,2022 / 04 / 01,10 : 34 : 37,0,0,1
https://m.weibo.cn/detail/4753389697893716,3214879741,杭州 亚运会 官方 海报 发布 今天 杭州 2022 年 第 19 届 亚运会 官方 海报 正式 发布 本次 发布 的 海报 围绕 历史 人文 智能 科技 体育竞技 幸福 城市 主题 更 全面 地 传播 了 主办 城市 精神 与 形象 据悉 此次 杭州 亚运会 海报设计 征集 的 邀约 历时 94 天共 收到 海内外 应征 作品 1789 件 接下来 官方 海报设计 展览 将 在 杭州 亚 组委 大楼 市民 中心 杭州 火车 东站 湖滨 步行街 地铁 吴山 广场 站 等 地 亮相 展期 持续 1 个 月 左右 中国 蓝 新闻 带 云 逛展 戳 链接 看看 你 最 喜欢 哪张 海报 吧 网页 链接,大象 时政,f,true,3,0,82571,692,42.7 万,44,2022 / 04 / 01,10 : 24 : 40,0,1,2
https://m.weibo.cn/detail/4753386069559730,7456853091,杭州 亚运会 官方 海报 发布 今天 杭州 2022 年 第 19 届 亚运会 官方 海报 正式 发布 本次 发布 的 海报 围绕 历史 人文 智能 科技 体育竞技 幸福 城市 主题 更 全面 地 传播 了 主办 城市 精神 与 形象 据悉 此次 杭州 亚运会 海报设计 征集 的 邀约 历时 94 天共 收到 海内外 应征 作品 1789 件 接下来 官方 海报设计 展览 将 在 杭州 亚 组委 大楼 市民 中心 杭州 火车 东站 湖滨 步行街 地铁 吴山 广场 站 等 地 亮相 展期 持续 1 个 月 左右 中国 蓝 新闻 带 云 逛展 戳 链接 看看 你 最 喜欢 哪张 海报 吧 网页 链接,漫点 视频,f,true,3,50,34533,35,9.2 万,0,2022 / 04 / 01,10 : 10 : 15,0,0,0
https://m.weibo.cn/detail/4753386069557617,7724558924,杭州 亚运会 官方 海报 发布 今天 杭州 2022 年 第 19 届 亚运会 官方 海报 正式 发布 本次 发布 的 海报 围绕 历史 人文 智能 科技 体育竞技 幸福 城市 主题 更 全面 地 传播 了 主办 城市 精神 与 形象 据悉 此次 杭州 亚运会 海报设计 征集 的 邀约 历时 94 天共 收到 海内外 应征 作品 1789 件 接下来 官方 海报设计 展览 将 在 杭州 亚 组委 大楼 市民 中心 杭州 火车 东站 湖滨 步行街 地铁 吴山 广场 站 等 地 亮相 展期 持续 1 个 月 左右 中国 蓝 新闻 带 云 逛展 戳 链接 看看 你 最 喜欢 哪张 海报 吧 网页 链接,山海 故事 汇,f,true,3,50,32918,13,6.1 万,0,2022 / 04 / 01,10 : 10 : 14,0,0,0
https://m.weibo.cn/detail/4753386064579861,7639071132,杭州 亚运会 官方 海报 发布 今天 杭州 2022 年 第 19 届 亚运会 官方 海报 正式 发布 本次 发布 的 海报 围绕 历史 人文 智能 科技 体育竞技 幸福 城市 主题 更 全面 地 传播 了 主办 城市 精神 与 形象 据悉 此次 杭州 亚运会 海报设计 征集 的 邀约 历时 94 天共 收到 海内外 应征 作品 1789 件 接下来 官方 海报设计 展览 将 在 杭州 亚 组委 大楼 市民 中心 杭州 火车 东站 湖滨 步行街 地铁 吴山 广场 站 等 地 亮相 展期 持续 1 个 月 左右 中国 蓝 新闻 带 云 逛展 戳 链接 看看 你 最 喜欢 哪张 海报 吧 网页 链接,篝火 视频,m,true,3,50,38449,190,41.9 万,0,2022 / 04 / 01,10 : 10 : 14,0,0,0
https://m.weibo.cn/detail/4753386065627991,7348492728,杭州 亚运会 官方 海报 发布 今天 杭州 2022 年 第 19 届 亚运会 官方 海报 正式 发布 本次 发布 的 海报 围绕 历史 人文 智能 科技 体育竞技 幸福 城市 主题 更 全面 地 传播 了 主办 城市 精神 与 形象 据悉 此次 杭州 亚运会 海报设计 征集 的 邀约 历时 94 天共 收到 海内外 应征 作品 1789 件 接下来 官方 海报设计 展览 将 在 杭州 亚 组委 大楼 市民 中心 杭州 火车 东站 湖滨 步行街 地铁 吴山 广场 站 等 地 亮相 展期 持续 1 个 月 左右 中国 蓝 新闻 带 云 逛展 戳 链接 看看 你 最 喜欢 哪张 海报 吧 网页 链接,汇光 视频,f,true,3,50,31369,53,12.7 万,0,2022 / 04 / 01,10 : 10 : 14,0,0,0
https://m.weibo.cn/detail/4753385788279949,7343316773,杭州 亚运会 官方 海报 发布 今天 杭州 2022 年 第 19 届 亚运会 官方 海报 正式 发布 本次 发布 的 海报 围绕 历史 人文 智能 科技 体育竞技 幸福 城市 主题 更 全面 地 传播 了 主办 城市 精神 与 形象 据悉 此次 杭州 亚运会 海报设计 征集 的 邀约 历时 94 天共 收到 海内外 应征 作品 1789 件 接下来 官方 海报设计 展览 将 在 杭州 亚 组委 大楼 市民 中心 杭州 火车 东站 湖滨 步行街 地铁 吴山 广场 站 等 地 亮相 展期 持续 1 个 月 左右 中国 蓝 新闻 带 云 逛展 戳 链接 看看 你 最 喜欢 哪张 海报 吧 网页 链接,光芒 视频,m,true,3,0,50339,990,81.3 万,0,2022 / 04 / 01,10 : 09 : 08,0,0,0
https://m.weibo.cn/detail/4753385557595436,7308140398,杭州 亚运会 官方 海报 发布 今天 杭州 2022 年 第 19 届 亚运会 官方 海报 正式 发布 本次 发布 的 海报 围绕 历史 人文 智能 科技 体育竞技 幸福 城市 主题 更 全面 地 传播 了 主办 城市 精神 与 形象 据悉 此次 杭州 亚运会 海报设计 征集 的 邀约 历时 94 天共 收到 海内外 应征 作品 1789 件 接下来 官方 海报设计 展览 将 在 杭州 亚 组委 大楼 市民 中心 杭州 火车 东站 湖滨 步行街 地铁 吴山 广场 站 等 地 亮相 展期 持续 1 个 月 左右 中国 蓝 新闻 带 云 逛展 戳 链接 看看 你 最 喜欢 哪张 海报 吧 网页 链接,大象 新闻,f,true,3,50,83509,957,515.7 万,0,2022 / 04 / 01,10 : 08 : 13,1,0,1
https://m.weibo.cn/detail/4753383687459698,7744837476,杭州 亚运会 杭州 亚运会 吉祥物 组合 名 江南 忆琮琮 莲莲宸 宸 已经 准备 好 了,易阳轩 网络科技,f,true,2,50,57,21,5,0,2022 / 04 / 01,10 : 00 : 47,0,0,2
https://m.weibo.cn/detail/4753383493210227,2286092114,杭州 亚运会 官方 海报 发布 今天 杭州 2022 年 第 19 届 亚运会 官方 海报 正式 发布 本次 发布 的 海报 围绕 历史 人文 智能 科技 体育竞技 幸福 城市 主题 更 全面 地 传播 了 主办 城市 精神 与 形象 据悉 此次 杭州 亚运会 海报设计 征集 的 邀约 历时 94 天共 收到 海内外 应征 作品 1789 件 接下来 官方 海报设计 展览 将 在 杭州 亚 组委 大楼 市民 中心 杭州 火车 东站 湖滨 步行街 地铁 吴山 广场 站 等 地 亮相 展期 持续 1 个 月 左右 中国 蓝 新闻 带 云 逛展 戳 链接 看看 你 最 喜欢 哪张 海报 吧 网页 链接,中国 蓝 新闻,m,true,3,0,45184,2800,470.9 万,35,2022 / 04 / 01,10 : 00 : 01,96,87,697
https://m.weibo.cn/detail/4753411973843898,1890926607,杭州 亚运会 官方 海报 发布 今天 杭州 2022 年 第 19 届 亚运会 官方 海报 正式 发布 本次 发布 的 海报 围绕 历史 人文 智能 科技 体育竞技 幸福 城市 主题 更 全面 地 传播 了 主办 城市 精神 与 形象 据悉 此次 杭州 亚运会 海报设计 征集 的 邀约 历时 94 天共 收到 海内外 应征 作品 1789 件 接下来 官方 海报设计 展览 将 在 杭州 亚 组委 大楼 市民 中心 杭州 火车 东站 湖滨 步行街 地铁 吴山 广场 站 等 地 亮相 展期 持续 1 个 月 左右 中国 蓝 新闻 带 云 逛展 戳 链接 看看 你 最 喜欢 哪张 海报 吧 网页 链接 互联网,每天 学 点 经济学,m,true,3,0,45552,1559,257.9 万,48,2022 / 04 / 01,11 : 53 : 11,0,0,0
https://m.weibo.cn/detail/4753408340793153,5484512597,亚运会 电 竞馆 快来 跟随 央视 记者 了解 杭州 电竞 中心 吧 高质量 钢琴 表演 8 个 电 竞 项目 馆内 好 漂亮 PEL 选手 探馆 电 竞馆 杭州 亚运会 2022PEL 玩加 电 竞 和平 精英 的 微博 视频,玩加 电 竞 - 和平 精英,f,true,0,1,31051,775,111.2 万,11,2022 / 04 / 01,11 : 38 : 45,1,0,27
https://m.weibo.cn/detail/4753407396548780,2397336364,杭州 亚运会 官方 海报 发布 今天 杭州 2022 年 第 19 届 亚运会 官方 海报 正式 发布 本次 发布 的 海报 围绕 历史 人文 智能 科技 体育竞技 幸福 城市 主题 更 全面 地 传播 了 主办 城市 精神 与 形象 据悉 此次 杭州 亚运会 海报设计 征集 的 邀约 历时 94 天共 收到 海内外 应征 作品 1789 件 接下来 官方 海报设计 展览 将 在 杭州 亚 组委 大楼 市民 中心 杭州 火车 东站 湖滨 步行街 地铁 吴山 广场 站 等 地 亮相 展期 持续 1 个 月 左右 中国 蓝 新闻 带 云 逛展 戳 链接 看看 你 最 喜欢 哪张 海报 吧 网页 链接,长兴 新闻网,m,false,- 1,0,35057,1252,16.3 万,45,2022 / 04 / 01,11 : 35 : 00,0,0,0
https://m.weibo.cn/detail/4753404792671095,2246347632,杭州 亚运会 官方 海报 发布 今天 杭州 2022 年 第 19 届 亚运会 官方 海报 正式 发布 本次 发布 的 海报 围绕 历史 人文 智能 科技 体育竞技 幸福 城市 主题 更 全面 地 传播 了 主办 城市 精神 与 形象 据悉 此次 杭州 亚运会 海报设计 征集 的 邀约 历时 94 天共 收到 海内外 应征 作品 1789 件 接下来 官方 海报设计 展览 将 在 杭州 亚 组委 大楼 市民 中心 杭州 火车 东站 湖滨 步行街 地铁 吴山 广场 站 等 地 亮相 展期 持续 1 个 月 左右 中国 蓝 新闻 带 云 逛展 戳 链接 看看 你 最 喜欢 哪张 海报 吧 网页 链接,北仑 新闻网,m,true,7,0,30072,264,35 万,44,2022 / 04 / 01,11 : 24 : 39,0,0,0
https://m.weibo.cn/detail/4753403366083196,7290242952,杭州 亚运会 官方 海报 发布 今天 杭州 2022 年 第 19 届 亚运会 官方 海报 正式 发布 本次 发布 的 海报 围绕 历史 人文 智能 科技 体育竞技 幸福 城市 主题 更 全面 地 传播 了 主办 城市 精神 与 形象 据悉 此次 杭州 亚运会 海报设计 征集 的 邀约 历时 94 天共 收到 海内外 应征 作品 1789 件 接下来 官方 海报设计 展览 将 在 杭州 亚 组委 大楼 市民 中心 杭州 火车 东站 湖滨 步行街 地铁 吴山 广场 站 等 地 亮相 展期 持续 1 个 月 左右 中国 蓝 新闻 带 云 逛展 戳 链接 看看 你 最 喜欢 哪张 海报 吧 网页 链接,临海 发布,m,true,1,50,1352,70,8485,4,2022 / 04 / 01,11 : 18 : 59,0,0,0
https://m.weibo.cn/detail/4753401117675066,3734799501,杭州 亚运会 官方 海报 发布 今天 杭州 2022 年 第 19 届 亚运会 官方 海报 正式 发布 本次 发布 的 海报 围绕 历史 人文 智能 科技 体育竞技 幸福 城市 主题 更 全面 地 传播 了 主办 城市 精神 与 形象 据悉 此次 杭州 亚运会 海报设计 征集 的 邀约 历时 94 天共 收到 海内外 应征 作品 1789 件 接下来 官方 海报设计 展览 将 在 杭州 亚 组委 大楼 市民 中心 杭州 火车 东站 湖滨 步行街 地铁 吴山 广场 站 等 地 亮相 展期 持续 1 个 月 左右 中国 蓝 新闻 带 云 逛展 戳 链接 看看 你 最 喜欢 哪张 海报 吧 网页 链接,拱墅 发布,f,true,1,0,45788,186,14.1 万,43,2022 / 04 / 01,11 : 10 : 03,1,0,1
https://m.weibo.cn/detail/4753401080447403,2131141644,杭州 亚运会 官方 海报 发布 今天 杭州 2022 年 第 19 届 亚运会 官方 海报 正式 发布 本次 发布 的 海报 围绕 历史 人文 智能 科技 体育竞技 幸福 城市 主题 更 全面 地 传播 了 主办 城市 精神 与 形象 据悉 此次 杭州 亚运会 海报设计 征集 的 邀约 历时 94 天共 收到 海内外 应征 作品 1789 件 接下来 官方 海报设计 展览 将 在 杭州 亚 组委 大楼 市民 中心 杭州 火车 东站 湖滨 步行街 地铁 吴山 广场 站 等 地 亮相 展期 持续 1 个 月 左右 中国 蓝 新闻 带 云 逛展 戳 链接 看看 你 最 喜欢 哪张 海报 吧 网页 链接,黄岩 发布,f,true,1,0,21021,131,2.7 万,43,2022 / 04 / 01,11 : 09 : 53,6,3,6
https://m.weibo.cn/detail/4753400053367045,1698857957,杭州 亚运会 官方 海报 发布 今天 杭州 2022 年 第 19 届 亚运会 官方 海报 正式 发布 本次 发布 的 海报 围绕 历史 人文 智能 科技 体育竞技 幸福 城市 主题 更 全面 地 传播 了 主办 城市 精神 与 形象 据悉 此次 杭州 亚运会 海报设计 征集 的 邀约 历时 94 天共 收到 海内外 应征 作品 1789 件 接下来 官方 海报设计 展览 将 在 杭州 亚 组委 大楼 市民 中心 杭州 火车 东站 湖滨 步行街 地铁 吴山 广场 站 等 地 亮相 展期 持续 1 个 月 左右 中国 蓝 新闻 带 云 逛展 戳 链接 看看 你 最 喜欢 哪张 海报 吧 网页 链接,海峡 都市报,m,true,3,50,129865,726,1039 万,48,2022 / 04 / 01,11 : 05 : 48,0,0,0
https://m.weibo.cn/detail/4753427614400989,3913811104,杭州 亚运会 老本行 的 赛艇 杭州 亚运会 出图 杭州 城西,小王 同学 - Curry,m,true,0,0,5568,581,807,44,2022 / 04 / 01,12 : 55 : 19,0,1,2
https://m.weibo.cn/detail/4753425281322166,2810357942,杭州 亚运会 倒计时 162 天,杭州 市政 集团,m,true,2,50,2131,95,1788,14,2022 / 04 / 01,12 : 46 : 04,0,0,0
https://m.weibo.cn/detail/4753420034774146,1436469813,收藏 杭州 亚运会 官方 海报 发布 2022 年 4 月 1 日 杭州 2022 年 第 19 届 亚运会 官方 海报 发布 亚 组委 介绍 本次 发布 的 海报 围绕 历史 人文 智能 科技 体育竞技 幸福 城市 主题 运用 手绘 摄影 正负 形等 艺术 手法 结合 图形 文字 色彩 等 元素 以 线性 表达 为 串联 深入探讨 美学 和 奥林匹克 精神 充分 契合 了 杭州 亚运会 定位 目标 和 办赛 理念 旨在 传播 杭州 文化 与 风情 与 社会 生活 大众 产生 关联 和 共鸣 激发 广大群众 的 获得 感 和 参与感 更 全面 的 传播 主办 城市 精神 与 形象 形成 印象 深刻 的 江南 美学 与 个性 鲜明 的 杭州 范式 YY,西湖 之声,m,true,3,0,82348,182,268.8 万,48,2022 / 04 / 01,12 : 25 : 13,0,0,3
https://m.weibo.cn/detail/4753417920843532,2131141644,杭州 亚运会 比赛 场馆 全部 竣工 2022 年 杭州 亚运会 将 在 9 月 10 日 正式 开幕 目前 杭州 亚运会 亚 残运会 竞赛 场馆 全部 竣工 并 完成 赛事 功能 验收 形似 梁祝 化蝶 的 杭州 奥体中心 体育馆 再现 富春山 居图 的 富阳 银湖 体育中心 外形 演化 自 中国 龙 的 温州 龙舟 运动 中心 等等 杭州 场馆 满满 中式 浪漫 戳 图 你 最 喜欢 哪 一个,黄岩 发布,f,true,1,0,21021,131,2.7 万,43,2022 / 04 / 01,12 : 16 : 49,6,2,5
https://m.weibo.cn/detail/4753443141453751,2571217862,电竞 场馆 内部 大 揭秘 电竞 馆里 有 什么 超炫 屏幕 缤纷 灯光 还有 高科技 元素 环绕 式 立体声 让 你 身临其境 新风 系统 时刻 让 你 心旷神怡 跟随 记者 我们 一起 一探 究竟 吧 杭州 亚运会 比赛 场馆 全部 竣工 杭州 亚运会 2022LPL 超凡 电竞 LOL 的 微博 视频,超凡 电竞 Pro,f,true,0,1,125474,826,414.4 万,47,2022 / 04 / 01,13 : 57 : 02,8,12,74
https://m.weibo.cn/detail/4753442830814953,7096189920,杭州 亚运会 官方 海报 发布 今天 杭州 2022 年 第 19 届 亚运会 官方 海报 正式 发布 本次 发布 的 海报 围绕 历史 人文 智能 科技 体育竞技 幸福 城市 主题 更 全面 地 传播 了 主办 城市 精神 与 形象 据悉 此次 杭州 亚运会 海报设计 征集 的 邀约 历时 94 天共 收到 海内外 应征 作品 1789 件 接下来 官方 海报设计 展览 将 在 杭州 亚 组委 大楼 市民 中心 杭州 火车 东站 湖滨 步行街 地铁 吴山 广场 站 等 地 亮相 展期 持续 1 个 月 左右 中国 蓝 新闻 带 云 逛展 戳 链接 看看 你 最 喜欢 哪张 海报 吧,第 1 眼 视频,m,true,3,50,21783,119,103.2 万,4,2022 / 04 / 01,13 : 55 : 48,0,0,0
https://m.weibo.cn/detail/4753442289221756,3744217924,杭州 亚运会 官方 海报 发布 今天 杭州 2022 年 第 19 届 亚运会 官方 海报 正式 发布 本次 发布 的 海报 围绕 历史 人文 智能 科技 体育竞技 幸福 城市 主题 更 全面 地 传播 了 主办 城市 精神 与 形象 据悉 此次 杭州 亚运会 海报设计 征集 的 邀约 历时 94 天共 收到 海内外 应征 作品 1789 件 接下来 官方 海报设计 展览 将 在 杭州 亚 组委 大楼 市民 中心 杭州 火车 东站 湖滨 步行街 地铁 吴山 广场 站 等 地 亮相 展期 持续 1 个 月 左右 中国 蓝 新闻 带 云 逛展 戳 链接 看看 你 最 喜欢 哪张 海报 吧 网页 链接,星球 财经,f,true,3,0,29218,627,489 万,48,2022 / 04 / 01,13 : 53 : 38,0,0,0
https://m.weibo.cn/detail/4753440583191013,1771650130,杭州 亚运会 官方 海报 发布 今天 杭州 2022 年 第 19 届 亚运会 官方 海报 正式 发布 本次 发布 的 海报 围绕 历史 人文 智能 科技 体育竞技 幸福 城市 主题 更 全面 地 传播 了 主办 城市 精神 与 形象 据悉 此次 杭州 亚运会 海报设计 征集 的 邀约 历时 94 天共 收到 海内外 应征 作品 1789 件 接下来 官方 海报设计 展览 将 在 杭州 亚 组委 大楼 市民 中心 杭州 火车 东站 湖滨 步行街 地铁 吴山 广场 站 等 地 亮相 展期 持续 1 个 月 左右 中国 蓝 新闻 带 云 逛展 戳 链接 看看 你 最 喜欢 哪张 海报 吧 网页 链接,电商 在线,f,true,3,50,51363,3019,173.8 万,46,2022 / 04 / 01,13 : 46 : 52,0,0,0
